player_id,player_name,position,country,date_of_birth,height
p2056,Marcus Gayle,Forward,Jamaica,9/27/1970,191
p20564,Ryan Hall,Midfielder,England,1/4/1988,178
p20565,Glenn Wilson,Defender,England,3/16/1986,185
p205651,Gabriel Jesus,Forward,Brazil,4/3/1997,175
p20566,Arron Fray,Defender,England,5/1/1987,180
p20567,Lewin Nyatanga,Defender,Wales,8/18/1988,188
p20568,Giles Barnes,Forward,Jamaica,8/5/1988,180
p2057,James Panayi,Defender,England,1/24/1980,185
p2058,Marc Vivien Foe,Midfielder,Cameroon,5/1/1975,191
p20580,Patrick Gerrbrand,Defender,Sweden,4/27/1981,186
p20581,Levi Porter,Midfielder,England,4/6/1987,160
p20583,Nenê,Midfielder,Brazil,7/19/1981,181
p205836,Saman Ghoddos,Forward,Iran,9/6/1993,176
p20589,Andrea Orlandi,Midfielder,Spain,8/3/1984,180
p20599,Fernando Amorebieta,Defender,Venezuela,3/29/1985,192
p2060,Joe Cole,Midfielder,England,11/8/1981,175
p2061,Neal Ardley,Midfielder,England,9/1/1972,175
p2062,Manny Omoyinmi,Forward,England,12/28/1977,168
p206325,Oleksandr Zinchenko,Defender,Ukraine,12/15/1996,175
p2064,Paolo Di Canio,Forward,Italy,7/9/1968,175
p20640,Carl Hoefkens,Defender,Belgium,10/6/1978,185
p20647,Paul Huntington,Defender,England,9/17/1987,191
p20658,Pablo Zabaleta,Defender,Argentina,1/16/1985,176
p2066,Paulo Wanchope,Forward,Costa Rica,7/31/1976,189
p20664,David Silva,Midfielder,Spain,1/8/1986,173
p20669,Shaun MacDonald,Midfielder,Wales,6/17/1988,185
p2067,Tore Pedersen,Defender,Norway,9/29/1969,187
p20673,Roman Bednar,Forward,Czech Republic,3/26/1983,190
p2068,Paul Kitson,Forward,England,1/9/1971,180
p206882,Pontus Dahlberg,Goalkeeper,Sweden,1/21/1999,194
p2069,Stephen Brooker,Forward,England,5/21/1981,183
p206908,Zhang Yuning,Forward,China,1/5/1997,185
p206913,Nathan Harker,Goalkeeper,England,11/5/1998,\N
p206915,Curtis Jones,Midfielder,England,1/30/2001,185
p20695,Luis Antonio Valencia,Midfielder,Ecuador,8/4/1985,180
p2070,Ian Wright,Forward,England,11/3/1963,180
p207025,Jan Mlakar,Forward,Slovenia,10/23/1998,183
p2071,Michael Hughes,Midfielder,Northern Ireland,8/2/1971,168
p207189,Sander Berge,Midfielder,Norway,2/14/1998,195
p2072,Samassi Abou,Forward,France,4/4/1973,183
p207270,Daniel Iversen,Goalkeeper,Denmark,7/19/1997,191
p207283,Mathias Jensen,Midfielder,Denmark,1/1/1996,180
p2073,Mark Williams,Defender,Northern Ireland,9/28/1970,183
p207300,Mihai-Alexandru Dobre,Midfielder,Romania,8/30/1998,178
p2074,Dominic Foley,Forward,Ireland,7/7/1976,185
p2075,Brian McAllister,Defender,Scotland,11/30/1970,180
p2076,Gareth Ainsworth,Midfielder,England,5/10/1973,178
p2077,Duncan Jupp,Defender,Scotland,1/25/1975,183
p207725,Daniel Agyei,Forward,England,6/1/1997,183
p2078,Ceri Hughes,Midfielder,Wales,2/26/1971,178
p2079,Carl Leaburn,Midfielder,England,3/30/1969,191
p2080,Jon Goodman,Forward,Ireland,6/2/1971,183
p20848,Jaroslav Drobny,Goalkeeper,Czech Republic,10/18/1979,192
p208825,Tom Cadman,Defender,Ireland,5/4/1998,\N
p2089,Mixu Paatelainen,Forward,Finland,2/3/1967,185
p208973,Francisco Sierralta,Defender,Chile,5/6/1997,190
p208987,Jeff Reine-Adélaïde,Midfielder,France,1/17/1998,183
p208997,Jayden Harris,Midfielder,England,9/4/1999,\N
p208998,Steven Sessegnon,Defender,England,5/18/2000,175
p209036,Marc Guéhi,Defender,England,7/13/2000,182
p209037,Zech Medley,Defender,England,7/9/2000,195
p209040,Timothy Eyoma,Defender,England,1/29/2000,183
p209041,Angel Gomes,Midfielder,England,8/31/2000,161
p209042,Oliver Skipp,Midfielder,England,9/16/2000,175
p209043,Nya Kirby,Midfielder,England,1/31/2000,174
p209045,Taylor Richards,Midfielder,England,12/4/2000,180
p209046,Callum Hudson-Odoi,Forward,England,11/7/2000,182
p209048,Rabbi Matondo,Forward,Wales,9/9/2000,175
p209212,Thomas Edwards,Defender,England,1/22/1999,175
p209243,Jadon Sancho,Forward,England,3/25/2000,180
p209244,Phil Foden,Midfielder,England,5/28/2000,171
p20925,Luton Shelton,Forward,Jamaica,11/11/1985,181
p209288,Thomas McGill,Goalkeeper,England,3/25/2000,\N
p209289,Emile Smith Rowe,Midfielder,England,7/28/2000,182
p20930,Francino Francis,Defender,Jamaica,1/18/1987,185
p20933,Gabor Gyepes,Defender,Hungary,6/26/1981,194
p209353,Patrick Cutrone,Forward,Italy,1/3/1998,183
p209362,Bernardo,Defender,Brazil,5/14/1995,186
p209411,Joe Tupper,Goalkeeper,England,11/15/1997,\N
p209413,Jordi Osei-Tutu,Defender,England,10/2/1998,176
p209418,Tobi Omole,Defender,England,12/17/1999,\N
p209419,Max Melbourne,Defender,England,10/24/1998,178
p209420,Joy Mukena,Defender,England,7/3/1999,\N
p2095,Derek Whyte,Defender,Scotland,8/31/1968,180
p20962,Zoltán Stieber,Forward,Hungary,10/16/1988,175
p20963,Lee Tomlin,Forward,England,1/12/1989,180
p209688,Aaron O'Driscoll,Defender,Ireland,4/4/1999,188
p209690,Jack Roles,Midfielder,Cyprus,2/26/1999,\N
p209694,Callum Rowe,Midfielder,England,9/2/1999,\N
p209695,Jake Walker,Defender,England,11/3/2000,\N
p209697,Iker Pozo,Midfielder,Spain,8/6/2000,\N
p2097,Nick Colgan,Goalkeeper,Ireland,9/19/1973,187
p209706,Jamie Cumming,Goalkeeper,England,9/4/1999,186
p20982,Anthony Peacock,Midfielder,England,9/6/1985,175
p20991,Richard Martin,Goalkeeper,England,9/1/1987,188
p209913,Ales Mateju,Defender,Czech Republic,0000-00-00,\N
p209925,Xande Silva,Forward,Portugal,3/16/1997,177
p20994,Gonçalo Brandão,Midfielder,Portugal,10/9/1986,182
p210156,Taiwo Awoniyi,Forward,Nigeria,8/12/1997,185
p210207,Fousseni Diabaté,Forward,Mali,10/18/1995,175
p21021,Péter Maté,Defender,Hungary,0000-00-00,\N
p210237,Marko Grujic,Midfielder,Serbia,4/13/1996,191
p2103,Eoin Jess,Midfielder,Scotland,12/13/1970,178
p21030,Péter Halmosi,Midfielder,Hungary,9/25/1979,178
p210407,Matheus Pereira,Forward,Brazil,5/5/1996,175
p210443,Shayne Lavery,Forward,Northern Ireland,12/8/1998,\N
p21060,Jonás Gutiérrez,Midfielder,Argentina,7/5/1983,184
p21066,Robert Watkins,Defender,England,10/14/1985,\N
p21067,Ismael Ehui,Forward,England,7/10/1986,165
p21068,Brian Smikle,Forward,England,11/3/1985,176
p21069,Rob Davies,Midfielder,Wales,3/24/1987,178
p21070,Rob Elvins,Midfielder,England,9/17/1986,185
p21071,Petr Mikolanda,Forward,Czech Republic,9/12/1984,191
p21081,Ricardo Batista,Goalkeeper,Portugal,11/19/1986,193
p21083,Nathan Dyer,Midfielder,England,11/29/1987,165
p2109,Andy Dow,Defender,Scotland,2/7/1973,178
p21091,Alexandre Song,Midfielder,Cameroon,9/9/1987,185
p21092,David Vadon,Midfielder,Uruguay,6/2/1988,\N
p21094,Daniel Agger,Defender,Denmark,12/12/1984,188
p21095,Ron Vlaar,Defender,Netherlands,2/16/1985,189
p21096,Godwin Antwi,Defender,Ghana,6/7/1988,185
p21097,Mike Roqué,Midfielder,Spain,7/8/1988,186
p2111,Paul Bernard,Midfielder,Scotland,12/30/1972,183
p21123,Valon Behrami,Midfielder,Switzerland,4/19/1985,185
p2113,Russell Anderson,Defender,Scotland,10/25/1978,186
p21134,Victor Obinna,Forward,Nigeria,0000-00-00,\N
p21203,Phil Picken,,England,11/12/1985,175
p21205,Tom Heaton,Goalkeeper,England,4/15/1986,188
p21231,Yasser Hussein,Midfielder,Qatar,1/19/1984,168
p212319,Richarlison,Forward,Brazil,5/10/1997,184
p212325,Pierre Lees-Melou,Midfielder,France,5/25/1993,185
p21246,Lewis Grabban,Forward,England,1/12/1988,183
p21249,Alexa Campana,Midfielder,England,10/11/1988,180
p21253,Eric Chukwunyelu,Forward,Nigeria,6/10/1981,\N
p212721,Lyanco,Defender,Brazil,2/1/1997,187
p212723,Milot Rashica,Midfielder,Kosovo,6/28/1996,177
p213056,Tudor Baluta,Defender,Romania,3/27/1999,192
p213221,David Faupala,Forward,France,2/11/1997,183
p213280,Jake Eastwood,Goalkeeper,England,10/3/1996,193
p213345,Wesley,Forward,Brazil,11/24/1996,191
p213384,Josh Clackstone,Midfielder,England,9/18/1996,\N
p213405,Filip Benkovic,Defender,Croatia,7/13/1997,194
p213482,Yan Valery,Defender,France,2/22/1999,180
p213687,Charlie Goode,Defender,England,8/3/1995,196
p213931,Sylvain Deslandes,Defender,France,4/25/1997,178
p214048,Maximilian Kilman,Defender,England,5/23/1997,\N
p214225,Joe Rodon,Defender,Wales,10/22/1997,180
p214275,Allan,Midfielder,Brazil,3/3/1997,175
p214285,Konstantinos Tsimikas,Defender,Greece,5/12/1996,178
p214434,Paulo Alves,Midfielder,Portugal,12/25/1997,176
p214463,Adam Parkes,Goalkeeper,England,11/30/1999,\N
p214466,William Smallbone,Midfielder,Ireland,2/21/2000,\N
p214470,Jake Vokins,Defender,England,3/17/2000,180
p214475,Thomas O'Connor,Defender,Ireland,4/21/1999,\N
p214572,Brandon Austin,Goalkeeper,England,1/7/1999,188
p214578,Jordan Green,Forward,England,2/22/1995,168
p214590,Aaron Wan-Bissaka,Defender,England,11/26/1997,183
p2146,Dmitri Kharin,Goalkeeper,Russia,8/16/1968,188
p214641,Moritz Jenz,Defender,Germany,4/30/1999,190
p214642,Jon Dagur Thorsteinsson,Midfielder,Iceland,11/26/1998,174
p2147,Jonathan Gould,Goalkeeper,Scotland,7/18/1968,185
p214987,Kamil Miazek,Goalkeeper,Poland,8/15/1996,192
p2150,Olivier Tebily,Defender,Cote D`Ivoire,12/19/1975,183
p215059,Robert Sánchez,Goalkeeper,Spain,11/18/1997,197
p215061,Archie Davies,Defender,England,10/7/1998,\N
p215062,Max Sanders,Midfielder,England,1/4/1999,175
p215066,Alex Cochrane,Defender,England,4/21/2000,\N
p215133,Elijah Dixon-Bonner,Midfielder,England,1/1/2001,\N
p215135,Luis Longstaff,Midfielder,England,2/24/2001,168
p215136,Neco Williams,Defender,Wales,4/13/2001,183
p215379,Elliot Anderson,Midfielder,Scotland,11/6/2002,\N
p2154,Dylan Kerr,Defender,Malta,1/14/1967,180
p215407,Alfie Lewis,Midfielder,England,9/28/1999,\N
p215409,Cameron John,Defender,England,8/24/1999,\N
p215413,Kiernan Dewsbury-Hall,Midfielder,England,9/6/1998,\N
p215416,Josh Felix-Eppiah,Forward,Belgium,10/11/1998,179
p215439,Tomas Soucek,Midfielder,Czech Republic,2/27/1995,192
p215457,Kane Wilson,Defender,England,3/11/2000,178
p215459,George McEachran,Midfielder,England,8/30/2000,172
p215460,Ian Poveda-Ocampo,Forward,England,2/9/2000,165
p215461,Austin Samuels,Forward,England,11/20/2000,\N
p215476,Joshua Sargent,Forward,United States,2/20/2000,185
p2156,Marc Rieper,Defender,Denmark,6/5/1968,193
p215610,Marcel Lavinier,Defender,Portugal,12/16/2000,180
p2157,Michael Jeffrey,Forward,England,8/11/1971,180
p215711,Leon Bailey,Forward,Jamaica,8/9/1997,178
p2158,Alan Stubbs,Defender,England,10/6/1971,188
p215825,Oludare Olufunwa,Defender,England,7/29/2001,\N
p215885,Michael Phillips,Defender,England,9/22/1997,\N
p215974,Jordan Williams,Defender,England,10/22/1999,179
p2160,Stiliyan Petrov,Midfielder,Bulgaria,7/5/1979,183
p216051,Diogo Dalot,Defender,Portugal,3/18/1999,183
p216054,Rúben Vinagre,Defender,Portugal,4/9/1999,174
p216058,Domingos Quina,Midfielder,Portugal,11/18/1999,179
p216095,Nathanael Ogbeta,Defender,England,4/28/2001,\N
p2161,Eyal Berkovic,Midfielder,Israel,4/2/1972,170
p216183,Brahim Díaz,Forward,Spain,8/3/1999,171
p216208,Matija Sarkic,Goalkeeper,Montenegro,7/23/1997,195
p2163,Bobby Petta,Midfielder,Netherlands,8/6/1974,170
p2164,Gary Holt,Midfielder,Scotland,3/9/1973,186
p216419,Luke McCormick,Midfielder,England,1/21/1999,\N
p216424,Jonathan Dinzeyi,Defender,England,10/13/1999,\N
p216554,Sam Hughes,Defender,England,4/15/1997,\N
p216616,Dara O'Shea,Defender,Ireland,3/4/1999,188
p216620,Marcus Forss,Forward,Finland,6/18/1999,182
p216646,Yoane Wissa,Midfielder,DR Congo,9/3/1996,176
p2168,Ian Durrant,,Scotland,10/29/1966,173
p216817,Tyreke Wilson,Defender,Ireland,12/2/1999,\N
p2172,Craig Burley,Midfielder,Scotland,9/24/1971,185
p217208,Morgan Feeney,Defender,England,2/8/1999,190
p217245,Danel Sinani,Midfielder,Luxembourg,4/5/1997,185
p217331,Sam Surridge,Forward,England,7/28/1998,191
p217401,Josh Benson,Midfielder,England,12/5/1999,175
p217487,Mbwana Samatta,Forward,Tanzania,12/23/1992,183
p217593,Pablo Fornals,Midfielder,Spain,2/22/1996,178
p217632,Mason Barrett,Defender,England,9/24/1999,\N
p2177,Jackie McNamara,Midfielder,Scotland,10/24/1973,173
p217974,Jake Doyle-Hayes,Midfielder,Ireland,12/30/1998,\N
p217989,Rafael Camacho,Midfielder,Portugal,5/22/2000,175
p218020,Callum Whelan,Midfielder,England,9/24/1998,\N
p218023,Jimmy Dunne,Defender,Ireland,10/19/1997,183
p218031,Çaglar Söyüncü,Defender,Turkey,5/23/1996,185
p218112,Jason Lokilo,Midfielder,DR Congo,9/17/1998,175
p2183,Mark Viduka,Forward,Australia,10/9/1975,188
p2184,Regi Blinker,Midfielder,Netherlands,6/4/1969,173
p218665,Daniel Barden,Goalkeeper,Wales,1/2/2001,195
p218675,Brandon Cooper,Defender,Wales,1/14/2000,185
p2188,Mark Burchill,Forward,Scotland,8/18/1980,173
p218997,Ellis Simms,Forward,England,1/5/2001,\N
p218998,Bobby Duncan,Forward,England,6/26/2001,\N
p219002,Dodi Lukébakio,Midfielder,Belgium,9/24/1997,187
p2192,Tommy Johnson,Forward,England,1/15/1971,180
p219248,Jamie Soule,Forward,England,11/26/2000,\N
p219249,Matt O'Riley,Midfielder,England,11/21/2000,\N
p219256,Juan Familia-Castillo,Defender,Netherlands,1/13/2000,\N
p219265,Felix Nmecha,Midfielder,England,10/10/2000,188
p21928,Steffen Karl,Defender,Germany,0000-00-00,\N
p219291,Claudio Gomes,Midfielder,France,7/23/2000,164
p2193,Henrik Larsson,,Sweden,9/20/1971,177
p219352,Ademola Lookman,Forward,England,10/20/1997,174
p219501,Daniel Armstrong,Midfielder,Scotland,10/11/1997,175
p219727,Joel Asoro,Forward,Sweden,4/27/1999,175
p219847,Kai Havertz,Midfielder,Germany,6/11/1999,188
p219881,Renat Dadashov,Forward,Azerbaijan,5/17/1999,186
p219924,Issa Diop,Defender,France,1/9/1997,194
p219929,Rafa Mir,Forward,Spain,6/18/1997,191
p219936,Thomas Clayton,Defender,Scotland,12/16/2000,\N
p219937,Rhys Williams,Defender,England,2/3/2001,\N
p219938,Morgan Boyes,Defender,Wales,4/22/2001,177
p219961,Raphinha,Forward,Brazil,12/14/1996,176
p220037,Bailey Peacock-Farrell,Goalkeeper,Northern Ireland,10/29/1996,193
p220166,Marc Navarro,Defender,Spain,7/2/1995,188
p220307,Arnaut Danjuma,Forward,Netherlands,1/31/1997,178
p220394,Tommy Doyle,Midfielder,England,10/17/2001,\N
p220566,Rodri,Midfielder,Spain,6/22/1996,191
p220598,Michael Obafemi,Forward,Ireland,7/6/2000,169
p220627,James Justin,Defender,England,2/23/1998,183
p220649,Timi Odusina,Defender,England,10/28/1999,\N
p220650,Thibaud Verlinden,Midfielder,Belgium,7/9/1999,173
p220651,Owen Bailey,Midfielder,England,1/22/1999,\N
p220682,Arthur Okonkwo,Goalkeeper,England,9/9/2001,198
p220684,Ajibola Alese,Defender,England,1/17/2001,\N
p220686,Bali Mumba,Defender,England,10/1/2001,\N
p220688,Mason Greenwood,Forward,England,10/1/2001,181
p220693,Rayhaan Tulloch,Midfielder,England,1/20/2001,178
p220695,Paris Maghoma,Midfielder,England,5/8/2001,\N
p220699,Mark McGuinness,Defender,Ireland,1/5/2001,194
p220705,Luca Ashby-Hammond,Goalkeeper,England,3/25/2001,\N
p220738,Jayson Molumby,Midfielder,Ireland,8/6/1999,\N
p2210,Willie Falconer,Forward,Scotland,5/4/1966,185
p221239,Keinan Davis,Forward,England,2/13/1998,191
p221245,Levi Lumeka,Forward,England,9/5/1998,170
p221265,Harvey Rodgers,Defender,England,10/20/1996,188
p221267,Josh Tymon,Defender,England,5/22/1999,178
p221268,Ben Hinchcliffe,Midfielder,England,9/25/1997,\N
p221271,Ben Wynter,Defender,England,12/11/1997,185
p221272,Sam Woods,Defender,England,9/11/1998,\N
p221275,Luke Dreher,Midfielder,England,11/27/1998,184
p221286,Charlie Rowan,Defender,England,12/14/1997,188
p221399,Jack Harrison,Midfielder,England,11/20/1996,175
p2214,Andy Goram,Goalkeeper,Scotland,0000-00-00,\N
p221433,Shilow Tracey,Midfielder,England,4/29/1998,179
p221568,Daniel Kemp,Midfielder,England,1/11/1999,\N
p221610,Jamie Shackleton,Midfielder,England,10/8/1999,168
p221632,Cristian Romero,Defender,Argentina,4/27/1998,185
p222017,Conor Coventry,Midfielder,Ireland,3/25/2000,177
p222018,Ben Johnson,Defender,England,1/24/2000,175
p222096,Mikael Ndjoli,Forward,England,12/16/1998,183
p2222,Steve McMillan,Defender,Scotland,1/19/1976,173
p222251,Lloyd Humphries,Midfielder,Wales,10/3/1997,\N
p222256,Mark Harris,Midfielder,Wales,12/29/1998,182
p222340,Viktor Johansson,Goalkeeper,Sweden,9/14/1998,186
p222434,Jack Simpson,Defender,England,12/18/1996,178
p222531,Morgan Gibbs-White,Midfielder,England,1/27/2000,171
p222564,Trincão,Forward,Portugal,12/29/1999,184
p222625,George Hirst,Forward,England,2/15/1999,191
p222626,Joshua Bohui,Forward,England,3/3/1999,180
p222627,João Virgínia,Goalkeeper,Portugal,10/10/1999,191
p222677,Tahith Chong,Midfielder,Netherlands,12/4/1999,185
p222694,Pascal Struijk,Defender,Netherlands,8/11/1999,190
p222786,Panagiotis Retsos,Defender,Greece,8/9/1998,186
p222844,Max Taylor,Defender,England,1/10/2000,\N
p2229,Shaun Teale,Defender,England,3/10/1964,183
p2230,John Spencer,Forward,Scotland,9/11/1970,168
p223081,Kristoffer Klaesson,Goalkeeper,Norway,11/27/2000,189
p223175,Matthew Longstaff,Midfielder,England,3/21/2000,\N
p2233,Simo Valakari,Midfielder,Finland,4/28/1973,178
p223332,Faustino Anjorin,Midfielder,England,11/23/2001,185
p223335,Sylvester Jasper,Forward,Bulgaria,9/13/2001,\N
p223337,Jamie Bowden,Midfielder,Ireland,7/9/2001,\N
p223340,Bukayo Saka,Midfielder,England,9/5/2001,178
p223349,Indiana Vassilev,Forward,United States,2/16/2001,173
p2236,Lee McCulloch,Midfielder,Scotland,5/14/1978,185
p223723,Takehiro Tomiyasu,Defender,Japan,11/5/1998,188
p223824,Reece Hannam,Defender,England,9/11/2000,\N
p223827,Danny Ballard,Defender,Northern Ireland,9/22/1999,187
p223911,Chris Mepham,Defender,Wales,11/5/1997,191
p224117,Viktor Gyökeres,Forward,Sweden,6/4/1998,187
p224444,Ferran Torres,Forward,Spain,2/29/2000,184
p2245,Alex Mathie,Forward,Scotland,12/20/1968,178
p22488,Uwe Rösler,Forward,Germany,11/15/1968,183
p224909,Sebastian Soto,Forward,United States,7/28/2000,183
p224946,Matthew Worthington,Midfielder,England,12/18/1997,\N
p225000,Dion Sanderson,Defender,England,12/15/1999,\N
p2251,Tony Thomas,Defender,England,7/12/1971,180
p225321,Aaron Ramsdale,Goalkeeper,England,5/14/1998,188
p225368,Meritan Shabani,Midfielder,Germany,3/15/1999,185
p2255,Steven Thompson,Forward,Scotland,10/14/1978,188
p2256,David Worrell,Defender,Scotland,1/12/1978,\N
p225795,Alex Denny,Midfielder,England,4/12/2000,186
p225796,Reece James,Defender,England,12/8/1999,182
p225798,Alfie Payne,Midfielder,England,10/7/1999,\N
p225902,Boubakary Soumaré,Midfielder,France,2/27/1999,188
p225991,Tyler Smith,Forward,England,12/4/1998,178
p226021,Dominic Revan,Defender,England,9/19/2000,\N
p226029,Lasse Sørensen,Midfielder,Denmark,10/21/1999,185
p226182,Jayden Bogle,Defender,England,7/27/2000,178
p226245,Josh Oluwayemi,Goalkeeper,England,3/13/2001,\N
p226450,William Mannion,Goalkeeper,England,5/5/1998,193
p226597,Gabriel Magalhães,Defender,Brazil,12/19/1997,190
p2268,Steven Pressley,Defender,Scotland,10/11/1973,183
p2269,Gary Naysmith,Defender,Scotland,11/16/1978,178
p226956,Mads Roerslev,Defender,Denmark,6/24/1999,184
p226961,Luka Racic,Defender,Denmark,5/8/1999,\N
p2270,Gary Locke,Midfielder,Scotland,6/16/1975,183
p227127,Yves Bissouma,Midfielder,Mali,8/30/1996,182
p2272,Paul Ritchie,Defender,Scotland,8/21/1975,185
p227290,Corey Jordan,Defender,England,3/4/1999,185
p227560,Peter Etebo,Midfielder,Nigeria,11/9/1995,172
p2276,Colin Cameron,Midfielder,Scotland,10/23/1972,173
p2277,Darren Jackson,,Scotland,7/25/1966,178
p228044,Mads Bech Sørensen,Defender,Denmark,1/7/1999,189
p228286,Édouard Mendy,Goalkeeper,Senegal,3/1/1992,197
p228798,Cengiz Ünder,Midfielder,Turkey,7/14/1997,173
p2289,Alan Kernaghan,Defender,Ireland,4/25/1967,188
p229273,Henry Onyekuru,Forward,Nigeria,6/5/1997,175
p229600,Mark Travers,Goalkeeper,Ireland,5/18/1999,191
p2298,Leigh Jenkinson,Forward,England,7/9/1969,183
p229960,Christoph Klarer,Midfielder,Austria,6/14/2000,191
p230046,Douglas Luiz,Midfielder,Brazil,5/9/1998,175
p2301,Gerry McMahon,Midfielder,Northern Ireland,12/29/1973,180
p230127,Percy Tau,Forward,South Africa,5/13/1994,175
p2302,Lee Makel,Midfielder,England,1/11/1973,180
p230251,Emmanuel Dennis,Forward,Nigeria,11/15/1997,175
p230428,Philippe Sandler,Defender,Netherlands,2/10/1997,188
p2309,Antti Niemi,Goalkeeper,Finland,5/31/1972,185
p2310,Dariusz Adamczuk,Defender,Poland,10/21/1969,180
p231065,Ethan Pinnock,Defender,Jamaica,5/29/1993,187
p2311,Lorenzo Amoruso,Defender,Italy,6/28/1971,188
p231172,Brandon Mason,Defender,England,9/30/1997,173
p2312,Colin Hendry,Defender,Scotland,12/7/1965,185
p2313,Craig Moore,Defender,Australia,12/12/1975,186
p231372,Tanguy Ndombele,Midfielder,France,12/28/1996,181
p231399,Marcin Bulka,Goalkeeper,Poland,10/4/1999,199
p2317,Tony Vidmar,Defender,Australia,7/4/1970,185
p231747,Jean-Philippe Mateta,Forward,France,6/28/1997,192
p231821,Jordan Davies,Midfielder,Wales,8/18/1998,\N
p231845,Ollie Harfield,Defender,England,1/9/1998,178
p231846,Ciaron Brown,Defender,Northern Ireland,1/14/1998,185
p231847,Keelan O'Connell,Midfielder,England,11/30/1999,\N
p231850,Shaun Hobson,Defender,England,6/29/1998,\N
p2321,Keith O'Halloran,Midfielder,Ireland,11/10/1975,178
p232185,Ismaila Sarr,Forward,Senegal,2/25/1998,185
p232223,Folarin Balogun,Forward,England,7/3/2001,178
p232228,Harry Clarke,Defender,England,3/2/2001,\N
p232229,Vontae Daley-Campbell,Defender,England,4/2/2001,\N
p232233,Tyreece John-Jules,Forward,England,2/14/2001,183
p232234,James Olayinka,Midfielder,England,10/5/2000,\N
p232241,Matthew Smith,Defender,England,10/5/2000,\N
p232244,Bayli Spencer-Adams,Defender,England,6/26/2001,\N
p232247,Dominic Thompson,Defender,England,7/26/2000,\N
p232351,Ryan Giles,Midfielder,England,1/26/2000,179
p232361,Taylor Perry,Midfielder,England,7/15/2001,\N
p232387,Emmanuel Longelo,Forward,England,12/27/2000,\N
p232391,Jeremy Ngakia,Defender,England,9/7/2000,\N
p232398,Nathan Trott,Goalkeeper,England,11/21/1998,184
p2324,Barry Ferguson,Midfielder,Scotland,2/2/1978,178
p232413,Eberechi Eze,Midfielder,England,6/29/1998,\N
p232416,Finn Azaz,Midfielder,England,9/7/2000,\N
p232423,Nathan Ferguson,Defender,England,10/6/2000,178
p232425,George Harmon,Defender,England,12/8/2000,\N
p232427,Rekeem Harper,Midfielder,England,3/8/2000,188
p232454,Brooklyn Lyons-Foster,Defender,England,12/1/2000,\N
p232456,Dilan Markanday,Forward,England,8/20/2001,\N
p232460,Jubril Okedina,Defender,England,10/26/2000,\N
p232522,Nathan Shepperd,Goalkeeper,Wales,9/10/2000,\N
p232616,Mungo Bridge,Forward,England,9/12/2000,\N
p232623,Saul Shotton,Defender,England,11/10/2000,184
p232653,Jacob Ramsey,Midfielder,England,5/28/2001,\N
p232654,Michael Tait,Forward,England,1/29/2001,\N
p232667,Akin Famewo,Defender,England,11/9/1998,187
p232758,Ben Winterbottom,Goalkeeper,England,7/16/2001,\N
p232774,Ryan Longman,Midfielder,England,11/6/2000,180
p232781,Di'Shon Bernard,Defender,England,10/14/2000,189
p232787,Conor Gallagher,Midfielder,England,2/6/2000,182
p232792,Tariq Lamptey,Defender,England,9/30/2000,\N
p232797,Kayne Ramsay,Defender,England,10/10/2000,\N
p232818,Henry Wise,Midfielder,England,1/1/2000,174
p232820,Joseph Anderson,Defender,England,2/6/2001,\N
p232825,Stephen Duke-McKenna,Midfielder,Guyana,8/17/2000,\N
p232826,Anthony Gordon,Forward,England,2/24/2001,\N
p232828,Fraser Hornby,Midfielder,Scotland,9/13/1999,195
p232829,Kyle John,Defender,England,2/13/2001,\N
p232881,Thakgalo Leshabela,Midfielder,South Africa,9/18/1999,175
p232892,Calvin Bassey,Defender,England,12/31/1999,185
p2329,Andrei Kanchelskis,Midfielder,Russia,1/23/1969,178
p232904,Kamil Grabara,Goalkeeper,Poland,1/8/1999,195
p232905,Liam Millar,Forward,Canada,9/27/1999,81
p232917,Arijanet Muric,Goalkeeper,Kosovo,11/7/1998,198
p232923,George Broadbent,Midfielder,England,9/30/2000,188
p232924,D'Mani Mellor,Forward,England,9/20/2000,\N
p232928,James Garner,Midfielder,England,3/13/2001,186
p232929,Ethan Laird,Defender,England,8/5/2001,177
p232930,Dylan Levitt,Midfielder,Wales,11/17/2000,180
p232937,Brandon Williams,Defender,England,9/3/2000,171
p232957,Thomas Allan,Forward,England,9/23/1999,\N
p232960,Lewis Cass,Defender,England,2/27/2000,\N
p232964,Lewis Gibson,Defender,England,7/19/2000,185
p232977,Kelland Watts,Midfielder,England,11/3/1999,\N
p232979,Jack Young,Midfielder,England,10/21/2000,\N
p232980,Max Aarons,Defender,England,1/4/2000,178
p233001,Jamal Balogun,Defender,England,1/18/2000,\N
p233009,James Hillson,Goalkeeper,England,1/14/2001,\N
p2331,Kieran McAnespie,Defender,Scotland,9/11/1979,173
p23336,John Jensen,Midfielder,Denmark,5/3/1965,178
p233425,Aaron Connolly,Forward,Ireland,1/28/2000,\N
p233427,Elliot Watt,Midfielder,Scotland,3/11/2000,175
p233462,Jack Bycroft,Goalkeeper,England,9/21/2001,\N
p233489,Leighton Clarkson,Midfielder,England,10/19/2001,175
p233497,Adama Diakhaby,Forward,France,7/5/1996,184
p233549,Callum Wright,Midfielder,England,5/2/2000,\N
p2336,Claudio Reyna,Midfielder,United States,7/20/1973,178
p2338,Giovanni van Bronckhorst,Midfielder,Netherlands,2/5/1975,178
